scheme,strategy,hashing_method,bucket_index,key_count
8,quadratic,division,3,0
8,quadratic,division,4,0
8,quadratic,division,5,1
8,quadratic,division,6,0
8,quadratic,division,7,1
8,quadratic,division,8,0
8,quadratic,division,9,0
8,quadratic,division,10,0
8,quadratic,division,11,1
8,quadratic,division,12,1
8,quadratic,division,13,1
8,quadratic,division,14,1
8,quadratic,division,15,1
8,quadratic,division,16,0
8,quadratic,division,17,1
8,quadratic,division,18,0
8,quadratic,division,19,1
8,quadratic,division,20,1
8,quadratic,division,21,0
8,quadratic,division,22,0
8,quadratic,division,23,0
8,quadratic,division,24,1
8,quadratic,division,25,0
8,quadratic,division,26,0
8,quadratic,division,27,1
8,quadratic,division,28,0
8,quadratic,division,29,1
8,quadratic,division,30,0
8,quadratic,division,31,0
8,quadratic,division,32,0
8,quadratic,division,33,0
8,quadratic,division,34,0
8,quadratic,division,35,1
8,quadratic,division,36,0
8,quadratic,division,37,1
8,quadratic,division,38,1
8,quadratic,division,39,1
8,quadratic,division,40,0
8,quadratic,division,41,0
8,quadratic,division,42,0
8,quadratic,division,43,0
8,quadratic,division,44,0
8,quadratic,division,45,0
8,quadratic,division,46,0
8,quadratic,division,47,0
8,quadratic,division,48,0
8,quadratic,division,49,0
8,quadratic,division,50,0
8,quadratic,division,51,0
8,quadratic,division,52,1
8,quadratic,division,53,0
8,quadratic,division,54,1
8,quadratic,division,55,0
8,quadratic,division,56,0
8,quadratic,division,57,1
8,quadratic,division,58,1
8,quadratic,division,59,1
8,quadratic,division,60,1
8,quadratic,division,61,0
8,quadratic,division,62,1
8,quadratic,division,63,0
8,quadratic,division,64,0
8,quadratic,division,65,1
8,quadratic,division,66,1
8,quadratic,division,67,1
8,quadratic,division,68,1
8,quadratic,division,69,0
8,quadratic,division,70,0
8,quadratic,division,71,1
8,quadratic,division,72,1
8,quadratic,division,73,1
8,quadratic,division,74,1
8,quadratic,division,75,1
8,quadratic,division,76,1
8,quadratic,division,77,1
8,quadratic,division,78,0
8,quadratic,division,79,1
8,quadratic,division,80,0
8,quadratic,division,81,1
8,quadratic,division,82,1
8,quadratic,division,83,0
8,quadratic,division,84,0
8,quadratic,division,85,1
8,quadratic,division,86,0
8,quadratic,division,87,0
8,quadratic,division,88,0
8,quadratic,division,89,0
8,quadratic,division,90,1
8,quadratic,division,91,1
8,quadratic,division,92,1
8,quadratic,division,93,1
8,quadratic,division,94,1
8,quadratic,division,95,1
8,quadratic,division,96,1
8,quadratic,division,97,1
8,quadratic,division,98,1
8,quadratic,division,99,1
8,quadratic,division,100,1
8,quadratic,division,101,1
8,quadratic,division,102,1
8,quadratic,division,103,1
8,quadratic,division,104,1
8,quadratic,division,105,1
8,quadratic,division,106,0
8,quadratic,division,107,1
8,quadratic,division,108,0
8,quadratic,division,109,0
8,quadratic,division,110,0
8,quadratic,division,111,1
8,quadratic,division,112,1
8,quadratic,division,113,0
8,quadratic,division,114,0
8,quadratic,division,115,0
8,quadratic,division,116,0
8,quadratic,division,117,0
8,quadratic,division,118,1
8,quadratic,division,119,0
9,chaining,division,0,1
9,chaining,division,1,0
9,chaining,division,2,0
9,chaining,division,3,0
9,chaining,division,4,0
9,chaining,division,5,1
9,chaining,division,6,0
9,chaining,division,7,1
9,chaining,division,8,0
9,chaining,division,9,0
9,chaining,division,10,0
9,chaining,division,11,1
9,chaining,division,12,1
9,chaining,division,13,2
9,chaining,division,14,2
9,chaining,division,15,0
9,chaining,division,16,0
9,chaining,division,17,0
9,chaining,division,18,0
9,chaining,division,19,2
9,chaining,division,20,0
9,chaining,division,21,0
9,chaining,division,22,0
9,chaining,division,23,0
9,chaining,division,24,1
9,chaining,division,25,0
9,chaining,division,26,0
9,chaining,division,27,1
9,chaining,division,28,0
9,chaining,division,29,1
9,chaining,division,30,0
9,chaining,division,31,0
9,chaining,division,32,0
9,chaining,division,33,0
9,chaining,division,34,0
9,chaining,division,35,1
9,chaining,division,36,0
9,chaining,division,37,2
9,chaining,division,38,0
9,chaining,division,39,1
9,chaining,division,40,0
9,chaining,division,41,0
9,chaining,division,42,0
9,chaining,division,43,0
9,chaining,division,44,0
9,chaining,division,45,0
9,chaining,division,46,0
9,chaining,division,47,0
9,chaining,division,48,0
9,chaining,division,49,0
9,chaining,division,50,0
9,chaining,division,51,0
9,chaining,division,52,1
9,chaining,division,53,0
9,chaining,division,54,1
9,chaining,division,55,0
9,chaining,division,56,0
9,chaining,division,57,1
9,chaining,division,58,1
9,chaining,division,59,1
9,chaining,division,60,1
9,chaining,division,61,0
9,chaining,division,62,1
9,chaining,division,63,0
9,chaining,division,64,0
9,chaining,division,65,2
9,chaining,division,66,0
9,chaining,division,67,1
9,chaining,division,68,1
9,chaining,division,69,0
9,chaining,division,70,0
9,chaining,division,71,1
9,chaining,division,72,1
9,chaining,division,73,2
9,chaining,division,74,0
9,chaining,division,75,2
9,chaining,division,76,1
9,chaining,division,77,0
9,chaining,division,78,0
9,chaining,division,79,1
9,chaining,division,80,0
9,chaining,division,81,2
9,chaining,division,82,0
9,chaining,division,83,0
9,chaining,division,84,0
9,chaining,division,85,1
9,chaining,division,86,0
9,chaining,division,87,0
9,chaining,division,88,0
9,chaining,division,89,0
9,chaining,division,90,2
9,chaining,division,91,0
9,chaining,division,92,1
9,chaining,division,93,2
9,chaining,division,94,2
9,chaining,division,95,0
9,chaining,division,96,0
9,chaining,division,97,2
9,chaining,division,98,1
9,chaining,division,99,2
9,chaining,division,100,2
9,chaining,division,101,0
9,chaining,division,102,1
9,chaining,division,103,0
9,chaining,division,104,1
9,chaining,division,105,1
9,chaining,division,106,0
9,chaining,division,107,1
9,chaining,division,108,0
9,chaining,division,109,0
9,chaining,division,110,0
9,chaining,division,111,1
9,chaining,division,112,1
9,chaining,division,113,0
9,chaining,division,114,0
9,chaining,division,115,0
9,chaining,division,116,0
9,chaining,division,117,0
9,chaining,division,118,0
9,chaining,division,119,0
10,linear,division,0,1
10,linear,division,1,1
10,linear,division,2,1
10,linear,division,3,1
10,linear,division,4,1
10,linear,division,5,1
10,linear,division,6,1
10,linear,division,7,1
10,linear,division,8,1
10,linear,division,9,1
10,linear,division,10,1
10,linear,division,11,1
10,linear,division,12,1
10,linear,division,13,1
10,linear,division,14,1
10,linear,division,15,1
10,linear,division,16,1
10,linear,division,17,1
10,linear,division,18,1
10,linear,division,19,1
10,linear,division,20,1
10,linear,division,21,1
10,linear,division,22,1
10,linear,division,23,1
10,linear,division,24,1
10,linear,division,25,1
10,linear,division,26,1
10,linear,division,27,1
10,linear,division,28,1
10,linear,division,29,1
10,linear,division,30,1
10,linear,division,31,1
10,linear,division,32,1
10,linear,division,33,1
10,linear,division,34,1
10,linear,division,35,1
10,linear,division,36,1
10,linear,division,37,1
10,linear,division,38,1
10,linear,division,39,1
10,linear,division,40,1
10,linear,division,41,1
10,linear,division,42,1
10,linear,division,43,1
10,linear,division,44,1
10,linear,division,45,1
10,linear,division,46,1
10,linear,division,47,1
10,linear,division,48,1
10,linear,division,49,1
10,linear,division,50,1
10,linear,division,51,1
10,linear,division,52,1
10,linear,division,53,1
10,linear,division,54,1
10,linear,division,55,1
10,linear,division,56,1
10,linear,division,57,1
10,linear,division,58,1
10,linear,division,59,1
10,linear,division,60,0
10,linear,division,61,0
10,linear,division,62,0
10,linear,division,63,0
10,linear,division,64,0
10,linear,division,65,0
10,linear,division,66,0
10,linear,division,67,0
10,linear,division,68,0
10,linear,division,69,0
10,linear,division,70,0
10,linear,division,71,0
10,linear,division,72,0
10,linear,division,73,0
10,linear,division,74,0
10,linear,division,75,0
10,linear,division,76,0
10,linear,division,77,0
10,linear,division,78,0
10,linear,division,79,0
10,linear,division,80,0
10,linear,division,81,0
10,linear,division,82,0
10,linear,division,83,0
10,linear,division,84,0
10,linear,division,85,0
10,linear,division,86,0
10,linear,division,87,0
10,linear,division,88,0
10,linear,division,89,0
10,linear,division,90,0
10,linear,division,91,0
10,linear,division,92,0
10,linear,division,93,0
10,linear,division,94,0
10,linear,division,95,0
10,linear,division,96,0
10,linear,division,97,0
10,linear,division,98,0
10,linear,division,99,0
10,linear,division,100,0
10,linear,division,101,0
10,linear,division,102,0
10,linear,division,103,0
10,linear,division,104,0
10,linear,division,105,0
10,linear,division,106,0
10,linear,division,107,0
10,linear,division,108,0
10,linear,division,109,0
10,linear,division,110,0
10,linear,division,111,0
10,linear,division,112,0
10,linear,division,113,0
10,linear,division,114,0
10,linear,division,115,0
10,linear,division,116,0
10,linear,division,117,0
10,linear,division,118,0
10,linear,division,119,0
11,quadratic,division,0,1
11,quadratic,division,1,1
11,quadratic,division,2,1
11,quadratic,division,3,1
11,quadratic,division,4,1
11,quadratic,division,5,1
11,quadratic,division,6,1
11,quadratic,division,7,1
11,quadratic,division,8,1
11,quadratic,division,9,1
11,quadratic,division,10,1
11,quadratic,division,11,1
11,quadratic,division,12,1
11,quadratic,division,13,1
11,quadratic,division,14,1
11,quadratic,division,15,1
11,quadratic,division,16,1
11,quadratic,division,17,1
11,quadratic,division,18,1
11,quadratic,division,19,1
11,quadratic,division,20,1
11,quadratic,division,21,1
11,quadratic,division,22,1
11,quadratic,division,23,1
11,quadratic,division,24,1
11,quadratic,division,25,1
11,quadratic,division,26,1
11,quadratic,division,27,1
11,quadratic,division,28,1
11,quadratic,division,29,1
11,quadratic,division,30,1
11,quadratic,division,31,1
11,quadratic,division,32,1
11,quadratic,division,33,1
11,quadratic,division,34,1
11,quadratic,division,35,1
11,quadratic,division,36,1
11,quadratic,division,37,1
11,quadratic,division,38,1
11,quadratic,division,39,1
11,quadratic,division,40,1
11,quadratic,division,41,1
11,quadratic,division,42,1
11,quadratic,division,43,1
11,quadratic,division,44,1
11,quadratic,division,45,1
11,quadratic,division,46,1
11,quadratic,division,47,1
11,quadratic,division,48,1
11,quadratic,division,49,1
11,quadratic,division,50,0
11,quadratic,division,51,1
11,quadratic,division,52,1
11,quadratic,division,53,1
11,quadratic,division,54,1
11,quadratic,division,55,1
11,quadratic,division,56,0
11,quadratic,division,57,1
11,quadratic,division,58,1
11,quadratic,division,59,0
11,quadratic,division,60,1
11,quadratic,division,61,0
11,quadratic,division,62,0
11,quadratic,division,63,1
11,quadratic,division,64,0
11,quadratic,division,65,0
11,quadratic,division,66,1
11,quadratic,division,67,0
11,quadratic,division,68,0
11,quadratic,division,69,0
11,quadratic,division,70,0
11,quadratic,division,71,0
11,quadratic,division,72,0
11,quadratic,division,73,0
11,quadratic,division,74,0
11,quadratic,division,75,0
11,quadratic,division,76,0
11,quadratic,division,77,0
11,quadratic,division,78,0
11,quadratic,division,79,0
11,quadratic,division,80,0
11,quadratic,division,81,0
11,quadratic,division,82,0
11,quadratic,division,83,0
11,quadratic,division,84,0
11,quadratic,division,85,0
11,quadratic,division,86,0
11,quadratic,division,87,0
11,quadratic,division,88,0
11,quadratic,division,89,0
11,quadratic,division,90,0
11,quadratic,division,91,0
11,quadratic,division,92,0
11,quadratic,division,93,0
11,quadratic,division,94,0
11,quadratic,division,95,0
11,quadratic,division,96,0
11,quadratic,division,97,0
11,quadratic,division,98,0
11,quadratic,division,99,0
11,quadratic,division,100,0
11,quadratic,division,101,0
11,quadratic,division,102,0
11,quadratic,division,103,0
11,quadratic,division,104,0
11,quadratic,division,105,0
11,quadratic,division,106,0
11,quadratic,division,107,0
11,quadratic,division,108,0
11,quadratic,division,109,0
11,quadratic,division,110,0
11,quadratic,division,111,0
11,quadratic,division,112,0
11,quadratic,division,113,0
11,quadratic,division,114,0
11,quadratic,division,115,0
11,quadratic,division,116,0
11,quadratic,division,117,0
11,quadratic,division,118,0
11,quadratic,division,119,0
12,linear,custom,0,0
12,linear,custom,1,1
12,linear,custom,2,0
12,linear,custom,3,1
12,linear,custom,4,0
12,linear,custom,5,0
12,linear,custom,6,0
12,linear,custom,7,1
12,linear,custom,8,1
12,linear,custom,9,0
12,linear,custom,10,0
12,linear,custom,11,1
12,linear,custom,12,0
12,linear,custom,13,1
12,linear,custom,14,1
12,linear,custom,15,1
12,linear,custom,16,1
12,linear,custom,17,1
12,linear,custom,18,0
12,linear,custom,19,1
12,linear,custom,20,0
12,linear,custom,21,1
12,linear,custom,22,0
12,linear,custom,23,1
12,linear,custom,24,0
12,linear,custom,25,0
12,linear,custom,26,0
12,linear,custom,27,1
12,linear,custom,28,0
12,linear,custom,29,1
12,linear,custom,30,1
12,linear,custom,31,0
12,linear,custom,32,0
12,linear,custom,33,1
12,linear,custom,34,0
12,linear,custom,35,0
12,linear,custom,36,0
12,linear,custom,37,0
12,linear,custom,38,0
12,linear,custom,39,0
12,linear,custom,40,1
12,linear,custom,41,0
12,linear,custom,42,1
12,linear,custom,43,1
12,linear,custom,44,1
12,linear,custom,45,1
12,linear,custom,46,0
12,linear,custom,47,1
12,linear,custom,48,0
12,linear,custom,49,0
12,linear,custom,50,0
12,linear,custom,51,0
12,linear,custom,52,0
12,linear,custom,53,1
12,linear,custom,54,0
12,linear,custom,55,1
12,linear,custom,56,0
12,linear,custom,57,1
12,linear,custom,58,1
12,linear,custom,59,0
12,linear,custom,60,1
12,linear,custom,61,0
12,linear,custom,62,1
12,linear,custom,63,1
12,linear,custom,64,0
12,linear,custom,65,1
12,linear,custom,66,0
12,linear,custom,67,0
12,linear,custom,68,0
12,linear,custom,69,0
12,linear,custom,70,0
12,linear,custom,71,1
12,linear,custom,72,1
12,linear,custom,73,1
12,linear,custom,74,1
12,linear,custom,75,1
12,linear,custom,76,1
12,linear,custom,77,1
12,linear,custom,78,1
12,linear,custom,79,1
12,linear,custom,80,0
12,linear,custom,81,1
12,linear,custom,82,1
12,linear,custom,83,0
12,linear,custom,84,0
12,linear,custom,85,0
12,linear,custom,86,0
12,linear,custom,87,1
12,linear,custom,88,1
12,linear,custom,89,1
12,linear,custom,90,0
12,linear,custom,91,1
12,linear,custom,92,1
12,linear,custom,93,1
12,linear,custom,94,0
12,linear,custom,95,1
12,linear,custom,96,0
12,linear,custom,97,1
12,linear,custom,98,1
12,linear,custom,99,1
12,linear,custom,100,0
12,linear,custom,101,0
12,linear,custom,102,0
12,linear,custom,103,1
12,linear,custom,104,1
12,linear,custom,105,0
12,linear,custom,106,0
12,linear,custom,107,1
12,linear,custom,108,1
12,linear,custom,109,0
12,linear,custom,110,0
12,linear,custom,111,1
12,linear,custom,112,1
12,linear,custom,113,1
12,linear,custom,114,0
12,linear,custom,115,0
12,linear,custom,116,0
12,linear,custom,117,0
12,linear,custom,118,0
12,linear,custom,119,1
13,quadratic,custom,0,0
13,quadratic,custom,1,1
13,quadratic,custom,2,0
13,quadratic,custom,3,1
13,quadratic,custom,4,0
13,quadratic,custom,5,0
13,quadratic,custom,6,0
13,quadratic,custom,7,1
13,quadratic,custom,8,1
13,quadratic,custom,9,0
13,quadratic,custom,10,0
13,quadratic,custom,11,1
13,quadratic,custom,12,0
13,quadratic,custom,13,1
13,quadratic,custom,14,1
13,quadratic,custom,15,1
13,quadratic,custom,16,1
13,quadratic,custom,17,1
13,quadratic,custom,18,0
13,quadratic,custom,19,1
13,quadratic,custom,20,0
13,quadratic,custom,21,1
13,quadratic,custom,22,0
13,quadratic,custom,23,1
13,quadratic,custom,24,0
13,quadratic,custom,25,0
13,quadratic,custom,26,0
13,quadratic,custom,27,1
13,quadratic,custom,28,0
13,quadratic,custom,29,1
13,quadratic,custom,30,1
13,quadratic,custom,31,0
13,quadratic,custom,32,0
13,quadratic,custom,33,1
13,quadratic,custom,34,0
13,quadratic,custom,35,0
13,quadratic,custom,36,0
13,quadratic,custom,37,0
13,quadratic,custom,38,0
13,quadratic,custom,39,0
13,quadratic,custom,40,1
13,quadratic,custom,41,0
13,quadratic,custom,42,1
13,quadratic,custom,43,1
13,quadratic,custom,44,1
13,quadratic,custom,45,1
13,quadratic,custom,46,0
13,quadratic,custom,47,1
13,quadratic,custom,48,0
13,quadratic,custom,49,0
13,quadratic,custom,50,0
13,quadratic,custom,51,0
13,quadratic,custom,52,0
13,quadratic,custom,53,1
13,quadratic,custom,54,0
13,quadratic,custom,55,1
13,quadratic,custom,56,0
13,quadratic,custom,57,1
13,quadratic,custom,58,1
13,quadratic,custom,59,0
13,quadratic,custom,60,1
13,quadratic,custom,61,0
13,quadratic,custom,62,1
13,quadratic,custom,63,1
13,quadratic,custom,64,0
13,quadratic,custom,65,1
13,quadratic,custom,66,0
13,quadratic,custom,67,0
13,quadratic,custom,68,0
13,quadratic,custom,69,0
13,quadratic,custom,70,0
13,quadratic,custom,71,1
13,quadratic,custom,72,1
13,quadratic,custom,73,1
13,quadratic,custom,74,1
13,quadratic,custom,75,1
13,quadratic,custom,76,1
13,quadratic,custom,77,1
13,quadratic,custom,78,1
13,quadratic,custom,79,1
13,quadratic,custom,80,0
13,quadratic,custom,81,1
13,quadratic,custom,82,1
13,quadratic,custom,83,0
13,quadratic,custom,84,0
13,quadratic,custom,85,0
13,quadratic,custom,86,0
13,quadratic,custom,87,1
13,quadratic,custom,88,1
13,quadratic,custom,89,1
13,quadratic,custom,90,0
13,quadratic,custom,91,1
13,quadratic,custom,92,1
13,quadratic,custom,93,1
13,quadratic,custom,94,0
13,quadratic,custom,95,1
13,quadratic,custom,96,0
13,quadratic,custom,97,1
13,quadratic,custom,98,1
13,quadratic,custom,99,1
13,quadratic,custom,100,0
13,quadratic,custom,101,0
13,quadratic,custom,102,0
13,quadratic,custom,103,1
13,quadratic,custom,104,1
13,quadratic,custom,105,0
13,quadratic,custom,106,0
13,quadratic,custom,107,1
13,quadratic,custom,108,1
13,quadratic,custom,109,0
13,quadratic,custom,110,0
13,quadratic,custom,111,1
13,quadratic,custom,112,1
13,quadratic,custom,113,1
13,quadratic,custom,114,0
13,quadratic,custom,115,0
13,quadratic,custom,116,0
13,quadratic,custom,117,0
13,quadratic,custom,118,0
13,quadratic,custom,119,1
14,chaining,custom,0,0
14,chaining,custom,1,1
14,chaining,custom,2,0
14,chaining,custom,3,1
14,chaining,custom,4,0
14,chaining,custom,5,0
14,chaining,custom,6,0
14,chaining,custom,7,1
14,chaining,custom,8,1
14,chaining,custom,9,0
14,chaining,custom,10,0
14,chaining,custom,11,1
14,chaining,custom,12,0
14,chaining,custom,13,1
14,chaining,custom,14,1
14,chaining,custom,15,2
14,chaining,custom,16,0
14,chaining,custom,17,1
14,chaining,custom,18,0
14,chaining,custom,19,1
14,chaining,custom,20,0
14,chaining,custom,21,1
14,chaining,custom,22,0
14,chaining,custom,23,1
14,chaining,custom,24,0
14,chaining,custom,25,0
14,chaining,custom,26,0
14,chaining,custom,27,1
14,chaining,custom,28,0
14,chaining,custom,29,2
14,chaining,custom,30,0
14,chaining,custom,31,0
14,chaining,custom,32,0
14,chaining,custom,33,1
14,chaining,custom,34,0
14,chaining,custom,35,0
14,chaining,custom,36,0
14,chaining,custom,37,0
14,chaining,custom,38,0
14,chaining,custom,39,0
14,chaining,custom,40,1
14,chaining,custom,41,0
14,chaining,custom,42,2
14,chaining,custom,43,1
14,chaining,custom,44,1
14,chaining,custom,45,0
14,chaining,custom,46,0
14,chaining,custom,47,1
14,chaining,custom,48,0
14,chaining,custom,49,0
14,chaining,custom,50,0
14,chaining,custom,51,0
14,chaining,custom,52,0
14,chaining,custom,53,1
14,chaining,custom,54,0
14,chaining,custom,55,1
14,chaining,custom,56,0
14,chaining,custom,57,2
14,chaining,custom,58,0
14,chaining,custom,59,0
14,chaining,custom,60,1
14,chaining,custom,61,0
14,chaining,custom,62,1
14,chaining,custom,63,1
14,chaining,custom,64,0
14,chaining,custom,65,1
14,chaining,custom,66,0
14,chaining,custom,67,0
14,chaining,custom,68,0
14,chaining,custom,69,0
14,chaining,custom,70,0
14,chaining,custom,71,3
14,chaining,custom,72,1
14,chaining,custom,73,2
14,chaining,custom,74,0
14,chaining,custom,75,2
14,chaining,custom,76,0
14,chaining,custom,77,0
14,chaining,custom,78,0
14,chaining,custom,79,1
14,chaining,custom,80,0
14,chaining,custom,81,2
14,chaining,custom,82,0
14,chaining,custom,83,0
14,chaining,custom,84,0
14,chaining,custom,85,0
14,chaining,custom,86,0
14,chaining,custom,87,2
14,chaining,custom,88,0
14,chaining,custom,89,1
14,chaining,custom,90,0
14,chaining,custom,91,2
14,chaining,custom,92,0
14,chaining,custom,93,1
14,chaining,custom,94,0
14,chaining,custom,95,1
14,chaining,custom,96,0
14,chaining,custom,97,1
14,chaining,custom,98,1
14,chaining,custom,99,1
14,chaining,custom,100,0
14,chaining,custom,101,0
14,chaining,custom,102,0
14,chaining,custom,103,2
14,chaining,custom,104,0
14,chaining,custom,105,0
14,chaining,custom,106,0
14,chaining,custom,107,2
14,chaining,custom,108,0
14,chaining,custom,109,0
14,chaining,custom,110,0
14,chaining,custom,111,2
14,chaining,custom,112,0
14,chaining,custom,113,1
14,chaining,custom,114,0
14,chaining,custom,115,0
14,chaining,custom,116,0
14,chaining,custom,117,0
14,chaining,custom,118,0
14,chaining,custom,119,1
